,ID,DDE,Apli_Event,Index,Sow_Area,ModNamProd,Fert_Quant,Unit,Other_uni,Equiv_uni,K2O,Ntotal,Namoniacal,Nnitrico,Nureico,P2O5,Fert,Fert_type,Fert_type2,Qtity_L_ha,Qtity_Kl_ha,Location_1,Location_2,Variety,,,
669,ES1033,50,2,1,5,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
671,ES1033,50,2,3,5,Triple 18,1,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
673,ES1033,70,3,2,5,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
674,ES1033,70,3,3,5,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
676,ES1033,80,4,1,5,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
679,ES1033,80,4,4,5,Triple 18,1,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
681,ES1033,90,5,2,5,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
682,ES1034,30,1,1,5,Triple 18,1,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
683,ES1034,30,1,2,5,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
684,ES1034,30,1,3,5,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
685,ES1034,30,1,4,5,Nitro Xtend XP 46N,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
686,ES1034,48,2,1,5,Nitro Xtend XP 46N,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
687,ES1034,48,2,2,5,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
690,ES1034,65,3,2,5,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
691,ES1034,65,3,3,5,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
693,ES1034,80,4,2,5,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
694,ES1034,80,4,3,5,Triple 18,1,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
695,ES1034,85,5,1,5,Nitro Xtend XP 46N,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
698,ES1036,12,1,2,6,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
703,ES1036,36,3,1,6,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
704,ES1036,36,3,2,6,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
707,ES1036,48,4,1,6,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
708,ES1036,48,4,2,6,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
712,ES1037,10,1,2,23,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,4,,,
713,ES1037,10,1,3,23,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,4,,,
715,ES1037,18,2,2,23,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,4,,,
716,ES1037,18,2,3,23,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,4,,,
719,ES1037,38,3,2,23,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,4,,,
720,ES1037,38,3,3,23,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,4,,,
722,ES1037,48,4,2,23,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,4,,,
723,ES1037,48,4,3,23,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,4,,,
724,ES1037,68,5,1,23,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,4,,,
725,ES1037,68,5,2,23,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,4,,,
728,ES1038,23,2,3,11,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
730,ES1038,38,3,2,11,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
731,ES1038,38,3,3,11,Triple 15,1,5,NA,50,15,15,10.3,4.7,0,15,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
733,ES1038,51,4,2,11,Triple 15,1,5,NA,50,15,15,10.3,4.7,0,15,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
734,ES1038,51,4,3,11,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,9,1,,,
737,ES1039,40,2,1,3,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,7,,,
740,ES1039,70,4,1,3,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,7,,,
743,ES1040,15,1,1,4,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,1,,,
747,ES1040,45,3,1,4,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,1,,,
749,ES1040,65,4,1,4,Korn-Kali B,1,5,NA,50,40,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,1,,,
750,ES1040,65,4,2,4,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,1,,,
754,ES1041,50,3,2,3,Korn-Kali B,1,5,NA,50,40,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,1,,,
756,ES1041,60,4,1,3,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,1,,,
757,ES1041,60,4,2,3,Korn-Kali B,1,5,NA,50,40,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,1,,,
758,ES1041,60,4,3,3,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,1,,,
767,ES1044,15,1,2,2,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,7,,,
768,ES1044,15,1,3,2,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,7,,,
770,ES1044,28,2,2,2,Triple 18,1,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,7,,,
771,ES1044,40,3,1,2,Triple 18,1,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,7,,,
774,ES1044,60,4,2,2,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,7,,,
775,ES1044,70,5,1,2,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,7,,,
776,ES1044,70,5,2,2,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,7,,,
784,ES1046,15,1,2,1.5,Triple 15,1,5,NA,50,15,15,10.3,4.7,0,15,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,1,,,
786,ES1046,25,2,2,1.5,FertiCrop Arroz Siembra 11-22-12+3MgO+3S,1,5,NA,50,12,11,8.6,0,2.39,22,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,1,,,
790,ES1046,45,4,2,1.5,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,1,,,
791,ES1046,45,4,3,1.5,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,1,,,
794,ES1048,20,1,2,2,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,13,,,
795,ES1048,20,1,3,2,Triple 15,1,5,NA,50,15,15,10.3,4.7,0,15,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,10,13,,,
806,ES1050,12,1,4,40,Fosforo,1,5,NA,50,0,0,0,0,0,26,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,8,,,
810,ES1050,40,3,1,40,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,8,,,
811,ES1050,40,3,2,40,Korn-Kali B,1,5,NA,50,40,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,8,,,
812,ES1050,40,3,3,40,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,8,,,
816,ES1051,30,2,1,12,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,20,,,
826,ES1052,30,2,2,5,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,5,,,
827,ES1052,30,2,3,5,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,5,,,
833,ES1053,20,1,3,14.5,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,1,,,
835,ES1053,35,2,2,14.5,Fosforo,1,5,NA,50,0,0,0,0,0,26,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,1,,,
836,ES1053,35,2,3,14.5,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,1,,,
837,ES1053,50,3,1,14.5,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,1,,,
838,ES1053,50,3,2,14.5,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,1,,,
839,ES1053,50,3,3,14.5,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,1,,,
841,ES1053,65,4,2,14.5,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,1,,,
842,ES1053,65,4,3,14.5,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,1,,,
843,ES1054,15,1,1,5,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,8,,,
845,ES1054,15,1,3,5,Nutri Inicio 10-30-12,1,5,NA,50,12,10,10,0,0,30,Fertilizante foliar,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,8,,,
846,ES1054,30,2,1,5,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,8,,,
847,ES1054,30,2,2,5,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,8,,,
848,ES1054,30,2,3,5,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,8,,,
849,ES1054,45,3,1,5,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,8,,,
850,ES1054,45,3,2,5,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,8,,,
855,ES1055,30,2,2,5.5,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,3,,,
856,ES1055,30,2,3,5.5,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,3,,,
858,ES1055,45,3,2,5.5,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,3,,,
859,ES1055,45,3,3,5.5,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,3,,,
863,ES1056,10,1,1,7,Fosforo,1,5,NA,50,0,0,0,0,0,26,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,3,,,
864,ES1056,10,1,2,7,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,3,,,
866,ES1056,10,1,4,7,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,3,,,
867,ES1056,25,2,1,7,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,3,,,
868,ES1056,25,2,2,7,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,3,,,
869,ES1056,25,2,3,7,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,3,,,
870,ES1056,25,2,4,7,Triple 15,1,5,NA,50,15,15,10.3,4.7,0,15,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,3,,,
872,ES1056,40,3,2,7,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,3,,,
873,ES1056,40,3,3,7,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,3,,,
875,ES1056,55,4,2,7,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,3,,,
879,ES1057,40,3,1,20,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,1,,,
881,ES1057,40,3,3,20,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,1,,,
882,ES1057,55,4,1,20,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,2,1,,,
893,ES1058,75,5,1,7,Triple 18,1,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,3,1,,,
894,ES1059,10,1,1,9,Ecofertil Fase 3,1,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,3,1,,,
898,ES1059,40,3,1,9,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,3,1,,,
899,ES1059,40,3,2,9,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,3,1,,,
901,ES1059,40,3,4,9,Triple 18,1,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,3,1,,,
902,ES1059,40,3,5,9,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,3,1,,,
904,ES1059,55,4,2,9,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,3,1,,,
905,ES1059,55,4,3,9,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,3,1,,,
908,ES1060,16,2,2,1,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,1,,,
909,ES1060,16,2,3,1,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,1,,,
911,ES1060,24,3,2,1,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,1,,,
912,ES1060,24,3,3,1,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,1,,,
921,ES1061,30,2,2,1,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,1,,,
922,ES1061,30,2,3,1,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,1,,,
924,ES1061,40,3,2,1,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,1,,,
926,ES1061,50,4,1,1,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,1,,,
927,ES1061,50,4,2,1,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,1,,,
928,ES1061,50,4,3,1,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,1,,,
930,ES1062,10,1,2,7,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,3,,,
931,ES1062,10,1,3,7,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,3,,,
932,ES1062,20,2,1,7,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,3,,,
933,ES1062,20,2,2,7,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,3,,,
948,ES1064,40,2,2,8,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,3,,,
951,ES1064,55,3,2,8,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,3,,,
952,ES1064,55,3,3,8,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,3,,,
953,ES1064,65,4,1,8,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,3,,,
958,ES1065,20,1,2,12,DAP 18-46-0,1,5,NA,50,0,18,18,0,0,46,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,5,,,
959,ES1065,20,1,3,12,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,5,,,
961,ES1065,35,2,2,12,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,5,,,
964,ES1065,50,3,2,12,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,5,,,
965,ES1065,50,3,3,12,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,5,,,
966,ES1065,60,4,1,12,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,5,,,
969,ES1065,70,5,1,12,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,15,5,,,
971,ES1066,20,1,2,1.5,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,1,,,
973,ES1066,35,2,2,1.5,Triple 18,1,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,1,,,
975,ES1066,45,3,2,1.5,Triple 18,1,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,1,,,
978,ES1067,15,1,2,13,Fertilizante menores,1,5,NA,50,0,0,0,0,0,3,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,2,,,
979,ES1067,30,2,1,13,Ecofertil Fase 3,1,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,2,,,
983,ES1067,60,4,1,13,YaraVera AMIDAS,1,5,NA,50,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,2,,,
984,ES1067,60,4,2,13,Microsem,1,5,NA,50,5,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,2,,,
987,ES1068,30,1,2,30,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,5,,,
989,ES1068,40,2,1,30,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,5,,,
990,ES1068,40,2,2,30,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,5,,,
993,ES1068,50,3,2,30,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,5,,,
996,ES1068,50,3,5,30,Sulfato de amonio 21-0-0-24,1,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,5,,,
997,ES1068,60,4,1,30,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,5,,,
998,ES1068,60,4,2,30,Triple 18,1,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,5,,,
999,ES1068,60,4,4,30,YaraVera AMIDAS,1,5,NA,50,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,5,,,
1004,ES1070,45,3,1,4,Nitro Xtend XP 46N,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,1,,,
1007,ES1070,60,4,2,4,Nitro Xtend XP 46N,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,1,,,
1008,ES1070,70,5,1,4,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,6,1,,,
